# Farfield Pattern Export
# Frequency [Hz]: 3.000000e+09
# N elements: 32
# Directivity [dBi]: 9.24
# Theta points: 401, Phi points: 401
Theta [deg.]; Phi [deg.]; Abs(Dir.)[dB]; Abs(F); Phase(F)[deg.]
-37.8000; 139.5000; -27.0408; 0.044459; -0.0000
-37.3500; 139.5000; -25.6823; 0.051986; 0.0000
-36.9000; 139.5000; -24.4649; 0.059808; 0.0000
-36.4500; 139.5000; -23.3624; 0.067902; 0.0000
-36.0000; 139.5000; -22.3560; 0.076243; 0.0000
-35.5500; 139.5000; -21.4314; 0.084807; 0.0000
-35.1000; 139.5000; -20.5777; 0.093565; 0.0000
-34.6500; 139.5000; -19.7863; 0.102491; 0.0000
-34.2000; 139.5000; -19.0503; 0.111554; -0.0000
-33.7500; 139.5000; -18.3640; 0.120725; 0.0000
-33.3000; 139.5000; -17.7229; 0.129973; -0.0000
-32.8500; 139.5000; -17.1231; 0.139266; -0.0000
-32.4000; 139.5000; -16.5613; 0.148571; 0.0000
-31.9500; 139.5000; -16.0347; 0.157857; 0.0000
-31.5000; 139.5000; -15.5410; 0.167089; 0.0000
-31.0500; 139.5000; -15.0782; 0.176235; 0.0000
-30.6000; 139.5000; -14.6444; 0.185260; 0.0000
-30.1500; 139.5000; -14.2381; 0.194132; 0.0000
-29.7000; 139.5000; -13.8580; 0.202816; -0.0000
-29.2500; 139.5000; -13.5029; 0.211279; -0.0000
-28.8000; 139.5000; -13.1717; 0.219489; 0.0000
-28.3500; 139.5000; -12.8637; 0.227414; 0.0000
-27.9000; 139.5000; -12.5778; 0.235022; -0.0000
-27.4500; 139.5000; -12.3136; 0.242282; -0.0000
-27.0000; 139.5000; -12.0703; 0.249165; 0.0000
-26.5500; 139.5000; -11.8473; 0.255643; -0.0000
-26.1000; 139.5000; -11.6443; 0.261688; 0.0000
-25.6500; 139.5000; -11.4609; 0.267274; 0.0000
-25.2000; 139.5000; -11.2965; 0.272379; -0.0000
-24.7500; 139.5000; -11.1511; 0.276978; -0.0000
-24.3000; 139.5000; -11.0243; 0.281052; 0.0000
-23.8500; 139.5000; -10.9159; 0.284582; -0.0000
-23.4000; 139.5000; -10.8257; 0.287551; -0.0000
-22.9500; 139.5000; -10.7537; 0.289945; -0.0000
-22.5000; 139.5000; -10.6997; 0.291752; 0.0000
-22.0500; 139.5000; -10.6638; 0.292961; 0.0000
-21.6000; 139.5000; -10.6459; 0.293565; 0.0000
-21.1500; 139.5000; -10.6461; 0.293560; -0.0000
-20.7000; 139.5000; -10.6644; 0.292942; 0.0000
-20.2500; 139.5000; -10.7009; 0.291712; 0.0000
-19.8000; 139.5000; -10.7558; 0.289873; 0.0000
-19.3500; 139.5000; -10.8294; 0.287429; -0.0000
-18.9000; 139.5000; -10.9217; 0.284389; 0.0000
-18.4500; 139.5000; -11.0332; 0.280764; 0.0000
-18.0000; 139.5000; -11.1640; 0.276566; 0.0000
-17.5500; 139.5000; -11.3147; 0.271811; 0.0000
-17.1000; 139.5000; -11.4855; 0.266517; -0.0000
-16.6500; 139.5000; -11.6770; 0.260706; 0.0000
-16.2000; 139.5000; -11.8896; 0.254401; -0.0000
-15.7500; 139.5000; -12.1241; 0.247626; 0.0000
-15.3000; 139.5000; -12.3810; 0.240409; 0.0000
-14.8500; 139.5000; -12.6610; 0.232781; -0.0000
-14.4000; 139.5000; -12.9651; 0.224773; -0.0000
-13.9500; 139.5000; -13.2941; 0.216419; -0.0000
-13.5000; 139.5000; -13.6490; 0.207755; 0.0000
-13.0500; 139.5000; -14.0310; 0.198816; -0.0000
-12.6000; 139.5000; -14.4413; 0.189642; 0.0000
-12.1500; 139.5000; -14.8814; 0.180273; 0.0000
-11.7000; 139.5000; -15.3529; 0.170748; -0.0000
-11.2500; 139.5000; -15.8575; 0.161111; 0.0000
-10.8000; 139.5000; -16.3974; 0.151402; 0.0000
-10.3500; 139.5000; -16.9747; 0.141665; -0.0000
-9.9000; 139.5000; -17.5923; 0.131943; 0.0000
-9.4500; 139.5000; -18.2529; 0.122279; -0.0000
-9.0000; 139.5000; -18.9602; 0.112717; 0.0000
-8.5500; 139.5000; -19.7181; 0.103299; -0.0000
-8.1000; 139.5000; -20.5313; 0.094067; 0.0000
-7.6500; 139.5000; -21.4052; 0.085063; 0.0000
-7.2000; 139.5000; -22.3463; 0.076329; 0.0000
-6.7500; 139.5000; -23.3623; 0.067902; 0.0000
-6.3000; 139.5000; -24.4627; 0.059823; 0.0000
-5.8500; 139.5000; -25.6588; 0.052127; 0.0000
-5.4000; 139.5000; -26.9649; 0.044849; 0.0000
-4.9500; 139.5000; -28.3989; 0.038024; -0.0000
-4.5000; 139.5000; -29.9839; 0.031682; 0.0000
-4.0500; 139.5000; -31.7503; 0.025852; 0.0000
-3.6000; 139.5000; -33.7392; 0.020561; 0.0000
-3.1500; 139.5000; -36.0085; 0.015833; 0.0000
-2.7000; 139.5000; -38.6427; 0.011691; -0.0000
-2.2500; 139.5000; -41.7731; 0.008154; 0.0000
-1.8000; 139.5000; -45.6193; 0.005236; 0.0000
-1.3500; 139.5000; -50.5934; 0.002953; 0.0000
-0.9000; 139.5000; -57.6203; 0.001315; 0.0000
-0.4500; 139.5000; -69.6514; 0.000329; -0.0000
0.0000; 139.5000; -200.0000; 0.000000; 0.0000
0.4500; 139.5000; -69.6514; 0.000329; 0.0000
0.9000; 139.5000; -57.6203; 0.001315; 0.0000
1.3500; 139.5000; -50.5934; 0.002953; 0.0000
1.8000; 139.5000; -45.6193; 0.005236; 0.0000
2.2500; 139.5000; -41.7731; 0.008154; 0.0000
2.7000; 139.5000; -38.6427; 0.011691; 0.0000
3.1500; 139.5000; -36.0085; 0.015833; 0.0000
3.6000; 139.5000; -33.7392; 0.020561; 0.0000
4.0500; 139.5000; -31.7503; 0.025852; 0.0000
4.5000; 139.5000; -29.9839; 0.031682; 0.0000
4.9500; 139.5000; -28.3989; 0.038024; 0.0000
5.4000; 139.5000; -26.9649; 0.044849; 0.0000
5.8500; 139.5000; -25.6588; 0.052127; 0.0000
6.3000; 139.5000; -24.4627; 0.059823; 0.0000
6.7500; 139.5000; -23.3623; 0.067902; 0.0000
7.2000; 139.5000; -22.3463; 0.076329; 0.0000
7.6500; 139.5000; -21.4052; 0.085063; 0.0000
8.1000; 139.5000; -20.5313; 0.094067; 0.0000
8.5500; 139.5000; -19.7181; 0.103299; 0.0000
9.0000; 139.5000; -18.9602; 0.112717; 0.0000
9.4500; 139.5000; -18.2529; 0.122279; 0.0000
9.9000; 139.5000; -17.5923; 0.131943; 0.0000
10.3500; 139.5000; -16.9747; 0.141665; 0.0000
10.8000; 139.5000; -16.3974; 0.151402; 0.0000
11.2500; 139.5000; -15.8575; 0.161111; 0.0000
11.7000; 139.5000; -15.3529; 0.170748; 0.0000
12.1500; 139.5000; -14.8814; 0.180273; 0.0000
12.6000; 139.5000; -14.4413; 0.189642; 0.0000
13.0500; 139.5000; -14.0310; 0.198816; 0.0000
13.5000; 139.5000; -13.6490; 0.207755; 0.0000
13.9500; 139.5000; -13.2941; 0.216419; 0.0000
14.4000; 139.5000; -12.9651; 0.224773; 0.0000
14.8500; 139.5000; -12.6610; 0.232781; 0.0000
15.3000; 139.5000; -12.3810; 0.240409; 0.0000
15.7500; 139.5000; -12.1241; 0.247626; 0.0000
16.2000; 139.5000; -11.8896; 0.254401; 0.0000
16.6500; 139.5000; -11.6770; 0.260706; 0.0000
17.1000; 139.5000; -11.4855; 0.266517; -0.0000
17.5500; 139.5000; -11.3147; 0.271811; 0.0000
18.0000; 139.5000; -11.1640; 0.276566; 0.0000
18.4500; 139.5000; -11.0332; 0.280764; 0.0000
18.9000; 139.5000; -10.9217; 0.284389; 0.0000
19.3500; 139.5000; -10.8294; 0.287429; -0.0000
19.8000; 139.5000; -10.7558; 0.289873; 0.0000
20.2500; 139.5000; -10.7009; 0.291712; -0.0000
20.7000; 139.5000; -10.6644; 0.292942; 0.0000
21.1500; 139.5000; -10.6461; 0.293560; 0.0000
21.6000; 139.5000; -10.6459; 0.293565; -0.0000
22.0500; 139.5000; -10.6638; 0.292961; 0.0000
22.5000; 139.5000; -10.6997; 0.291752; -0.0000
22.9500; 139.5000; -10.7537; 0.289945; -0.0000
23.4000; 139.5000; -10.8257; 0.287551; 0.0000
23.8500; 139.5000; -10.9159; 0.284582; 0.0000
24.3000; 139.5000; -11.0243; 0.281052; 0.0000
24.7500; 139.5000; -11.1511; 0.276978; -0.0000
25.2000; 139.5000; -11.2965; 0.272379; 0.0000
25.6500; 139.5000; -11.4609; 0.267274; 0.0000
26.1000; 139.5000; -11.6443; 0.261688; 0.0000
26.5500; 139.5000; -11.8473; 0.255643; 0.0000
27.0000; 139.5000; -12.0703; 0.249165; -0.0000
27.4500; 139.5000; -12.3136; 0.242282; 0.0000
27.9000; 139.5000; -12.5778; 0.235022; 0.0000
28.3500; 139.5000; -12.8637; 0.227414; 0.0000
28.8000; 139.5000; -13.1717; 0.219489; 0.0000
29.2500; 139.5000; -13.5029; 0.211279; 0.0000
29.7000; 139.5000; -13.8580; 0.202816; 0.0000
30.1500; 139.5000; -14.2381; 0.194132; -0.0000
30.6000; 139.5000; -14.6444; 0.185260; -0.0000
31.0500; 139.5000; -15.0782; 0.176235; -0.0000
31.5000; 139.5000; -15.5410; 0.167089; -0.0000
31.9500; 139.5000; -16.0347; 0.157857; 0.0000
32.4000; 139.5000; -16.5613; 0.148571; -0.0000
32.8500; 139.5000; -17.1231; 0.139266; -0.0000
33.3000; 139.5000; -17.7229; 0.129973; 0.0000
33.7500; 139.5000; -18.3640; 0.120725; -0.0000
34.2000; 139.5000; -19.0503; 0.111554; -0.0000
34.6500; 139.5000; -19.7863; 0.102491; 0.0000
35.1000; 139.5000; -20.5777; 0.093565; 0.0000
35.5500; 139.5000; -21.4314; 0.084807; -0.0000
36.0000; 139.5000; -22.3560; 0.076243; -0.0000
36.4500; 139.5000; -23.3624; 0.067902; 0.0000
36.9000; 139.5000; -24.4649; 0.059808; 0.0000
37.3500; 139.5000; -25.6823; 0.051986; 0.0000
37.8000; 139.5000; -27.0408; 0.044459; -0.0000
38.2500; 139.5000; -28.5776; 0.037250; 0.0000
38.7000; 139.5000; -30.3490; 0.030377; 0.0000
39.1500; 139.5000; -32.4461; 0.023861; 0.0000
39.6000; 139.5000; -35.0314; 0.017719; 0.0000
40.0500; 139.5000; -38.4418; 0.011965; -0.0000
40.5000; 139.5000; -43.5897; 0.006615; 0.0000
40.9500; 139.5000; -55.4916; 0.001680; 0.0000
41.4000; 139.5000; -50.9737; 0.002827; 180.0000
41.8500; 139.5000; -43.2256; 0.006898; 180.0000
42.3000; 139.5000; -39.5559; 0.010525; 180.0000
42.7500; 139.5000; -37.2651; 0.013701; 180.0000
43.2000; 139.5000; -35.6918; 0.016421; -180.0000
43.6500; 139.5000; -34.5708; 0.018684; -180.0000
44.1000; 139.5000; -33.7713; 0.020485; 180.0000
44.5500; 139.5000; -33.2206; 0.021826; 180.0000
45.0000; 139.5000; -32.8769; 0.022707; 180.0000
45.4500; 139.5000; -32.7165; 0.023130; 180.0000
45.9000; 139.5000; -32.7279; 0.023100; 180.0000
46.3500; 139.5000; -32.9099; 0.022621; 180.0000
46.8000; 139.5000; -33.2714; 0.021699; -180.0000
47.2500; 139.5000; -33.8325; 0.020341; -180.0000
47.7000; 139.5000; -34.6300; 0.018557; 180.0000
48.1500; 139.5000; -35.7274; 0.016354; -180.0000
48.6000; 139.5000; -37.2376; 0.013744; -180.0000
49.0500; 139.5000; -39.3817; 0.010738; -180.0000
49.5000; 139.5000; -42.6778; 0.007347; -180.0000
49.9500; 139.5000; -48.9115; 0.003584; 180.0000
50.4000; 139.5000; -65.4102; 0.000536; 0.0000
50.8500; 139.5000; -46.0178; 0.005002; 0.0000
51.3000; 139.5000; -40.1785; 0.009797; -0.0000
51.7500; 139.5000; -36.5325; 0.014906; -0.0000
52.2000; 139.5000; -33.8434; 0.020316; -0.0000
52.6500; 139.5000; -31.6977; 0.026009; -0.0000
53.1000; 139.5000; -29.9054; 0.031969; 0.0000
53.5500; 139.5000; -28.3631; 0.038181; 0.0000
54.0000; 139.5000; -27.0079; 0.044628; 0.0000
54.4500; 139.5000; -25.7989; 0.051293; 0.0000
54.9000; 139.5000; -24.7075; 0.058160; -0.0000
55.3500; 139.5000; -23.7134; 0.065213; -0.0000
55.8000; 139.5000; -22.8011; 0.072434; -0.0000
56.2500; 139.5000; -21.9590; 0.079808; 0.0000
56.7000; 139.5000; -21.1778; 0.087319; -0.0000
57.1500; 139.5000; -20.4501; 0.094950; -0.0000
57.6000; 139.5000; -19.7698; 0.102686; 0.0000
58.0500; 139.5000; -19.1319; 0.110511; -0.0000
58.5000; 139.5000; -18.5322; 0.118410; 0.0000
58.9500; 139.5000; -17.9672; 0.126369; 0.0000
59.4000; 139.5000; -17.4338; 0.134372; 0.0000
59.8500; 139.5000; -16.9294; 0.142407; 0.0000
60.3000; 139.5000; -16.4516; 0.150459; -0.0000
60.7500; 139.5000; -15.9986; 0.158515; -0.0000
61.2000; 139.5000; -15.5684; 0.166564; -0.0000
61.6500; 139.5000; -15.1595; 0.174592; -0.0000
62.1000; 139.5000; -14.7706; 0.182587; 0.0000
62.5500; 139.5000; -14.4003; 0.190540; -0.0000
63.0000; 139.5000; -14.0474; 0.198440; 0.0000
63.4500; 139.5000; -13.7111; 0.206275; -0.0000
63.9000; 139.5000; -13.3902; 0.214038; 0.0000
64.3500; 139.5000; -13.0840; 0.221718; 0.0000
64.8000; 139.5000; -12.7916; 0.229308; 0.0000
65.2500; 139.5000; -12.5124; 0.236800; -0.0000
65.7000; 139.5000; -12.2456; 0.244185; -0.0000
66.1500; 139.5000; -11.9907; 0.251458; 0.0000
66.6000; 139.5000; -11.7470; 0.258613; 0.0000
67.0500; 139.5000; -11.5141; 0.265642; 0.0000
67.5000; 139.5000; -11.2913; 0.272542; -0.0000
67.9500; 139.5000; -11.0784; 0.279306; -0.0000
68.4000; 139.5000; -10.8747; 0.285932; 0.0000
68.8500; 139.5000; -10.6800; 0.292415; 0.0000
69.3000; 139.5000; -10.4938; 0.298751; 0.0000
69.7500; 139.5000; -10.3158; 0.304938; -0.0000
70.2000; 139.5000; -10.1455; 0.310973; 0.0000
70.6500; 139.5000; -9.9828; 0.316855; -0.0000
71.1000; 139.5000; -9.8273; 0.322580; -0.0000
71.5500; 139.5000; -9.6786; 0.328148; -0.0000
72.0000; 139.5000; -9.5366; 0.333558; 0.0000
72.4500; 139.5000; -9.4009; 0.338809; 0.0000
72.9000; 139.5000; -9.2713; 0.343900; -0.0000
73.3500; 139.5000; -9.1477; 0.348832; -0.0000
73.8000; 139.5000; -9.0296; 0.353605; 0.0000
74.2500; 139.5000; -8.9170; 0.358219; -0.0000
74.7000; 139.5000; -8.8097; 0.362674; -0.0000
75.1500; 139.5000; -8.7073; 0.366972; 0.0000
75.6000; 139.5000; -8.6099; 0.371114; -0.0000
76.0500; 139.5000; -8.5170; 0.375101; -0.0000
76.5000; 139.5000; -8.4287; 0.378933; 0.0000
76.9500; 139.5000; -8.3448; 0.382614; -0.0000
77.4000; 139.5000; -8.2650; 0.386144; -0.0000
77.8500; 139.5000; -8.1893; 0.389526; -0.0000
78.3000; 139.5000; -8.1175; 0.392760; 0.0000
78.7500; 139.5000; -8.0494; 0.395850; -0.0000
79.2000; 139.5000; -7.9850; 0.398796; -0.0000
79.6500; 139.5000; -7.9241; 0.401602; 0.0000
80.1000; 139.5000; -7.8666; 0.404269; -0.0000
80.5500; 139.5000; -7.8124; 0.406800; 0.0000
81.0000; 139.5000; -7.7614; 0.409195; 0.0000
81.4500; 139.5000; -7.7135; 0.411459; 0.0000
81.9000; 139.5000; -7.6686; 0.413591; 0.0000
82.3500; 139.5000; -7.6266; 0.415596; -0.0000
82.8000; 139.5000; -7.5874; 0.417474; -0.0000
83.2500; 139.5000; -7.5510; 0.419227; -0.0000
83.7000; 139.5000; -7.5173; 0.420858; 0.0000
84.1500; 139.5000; -7.4862; 0.422369; 0.0000
84.6000; 139.5000; -7.4576; 0.423760; -0.0000
85.0500; 139.5000; -7.4315; 0.425033; 0.0000
85.5000; 139.5000; -7.4079; 0.426190; 0.0000
85.9500; 139.5000; -7.3867; 0.427233; 0.0000
86.4000; 139.5000; -7.3678; 0.428163; -0.0000
86.8500; 139.5000; -7.3513; 0.428980; -0.0000
87.3000; 139.5000; -7.3370; 0.429686; -0.0000
87.7500; 139.5000; -7.3249; 0.430282; 0.0000
88.2000; 139.5000; -7.3151; 0.430769; -0.0000
88.6500; 139.5000; -7.3075; 0.431147; 0.0000
89.1000; 139.5000; -7.3021; 0.431416; -0.0000
89.5500; 139.5000; -7.2988; 0.431578; 0.0000
90.0000; 139.5000; -7.2977; 0.431632; 0.0000
-90.0000; 140.4000; -7.8217; 0.406364; 0.0000
-89.5500; 140.4000; -7.8228; 0.406312; -0.0000
-89.1000; 140.4000; -7.8262; 0.406155; -0.0000
-88.6500; 140.4000; -7.8317; 0.405894; 0.0000
-88.2000; 140.4000; -7.8396; 0.405527; 0.0000
-87.7500; 140.4000; -7.8497; 0.405055; -0.0000
-87.3000; 140.4000; -7.8621; 0.404477; 0.0000
-86.8500; 140.4000; -7.8769; 0.403791; 0.0000
-86.4000; 140.4000; -7.8939; 0.402998; 0.0000
-85.9500; 140.4000; -7.9134; 0.402095; 0.0000
-85.5000; 140.4000; -7.9353; 0.401083; -0.0000
-85.0500; 140.4000; -7.9597; 0.399959; 0.0000
-84.6000; 140.4000; -7.9866; 0.398722; -0.0000
-84.1500; 140.4000; -8.0161; 0.397370; 0.0000
-83.7000; 140.4000; -8.0482; 0.395903; 0.0000
-83.2500; 140.4000; -8.0831; 0.394318; 0.0000
-82.8000; 140.4000; -8.1207; 0.392613; 0.0000
-82.3500; 140.4000; -8.1612; 0.390787; -0.0000
-81.9000; 140.4000; -8.2046; 0.388838; 0.0000
-81.4500; 140.4000; -8.2511; 0.386763; 0.0000
-81.0000; 140.4000; -8.3007; 0.384561; 0.0000
-80.5500; 140.4000; -8.3535; 0.382229; -0.0000
-80.1000; 140.4000; -8.4097; 0.379766; -0.0000
-79.6500; 140.4000; -8.4693; 0.377170; 0.0000
-79.2000; 140.4000; -8.5324; 0.374437; 0.0000
-78.7500; 140.4000; -8.5993; 0.371567; 0.0000
-78.3000; 140.4000; -8.6699; 0.368557; -0.0000
-77.8500; 140.4000; -8.7445; 0.365404; 0.0000
-77.4000; 140.4000; -8.8232; 0.362108; -0.0000
-76.9500; 140.4000; -8.9062; 0.358667; -0.0000
-76.5000; 140.4000; -8.9935; 0.355077; -0.0000
-76.0500; 140.4000; -9.0855; 0.351339; 0.0000
-75.6000; 140.4000; -9.1822; 0.347449; -0.0000
-75.1500; 140.4000; -9.2838; 0.343408; -0.0000
-74.7000; 140.4000; -9.3906; 0.339213; 0.0000
-74.2500; 140.4000; -9.5026; 0.334864; -0.0000
-73.8000; 140.4000; -9.6203; 0.330359; 0.0000
-73.3500; 140.4000; -9.7437; 0.325698; -0.0000
-72.9000; 140.4000; -9.8731; 0.320881; -0.0000
-72.4500; 140.4000; -10.0088; 0.315908; 0.0000
-72.0000; 140.4000; -10.1510; 0.310778; 0.0000
-71.5500; 140.4000; -10.3000; 0.305492; -0.0000
-71.1000; 140.4000; -10.4561; 0.300051; 0.0000
-70.6500; 140.4000; -10.6196; 0.294456; -0.0000
-70.2000; 140.4000; -10.7908; 0.288708; -0.0000
-69.7500; 140.4000; -10.9701; 0.282810; 0.0000
-69.3000; 140.4000; -11.1579; 0.276762; 0.0000
-68.8500; 140.4000; -11.3545; 0.270568; 0.0000
-68.4000; 140.4000; -11.5603; 0.264231; -0.0000
-67.9500; 140.4000; -11.7759; 0.257755; 0.0000
-67.5000; 140.4000; -12.0016; 0.251142; 0.0000
-67.0500; 140.4000; -12.2381; 0.244398; 0.0000
-66.6000; 140.4000; -12.4858; 0.237527; -0.0000
-66.1500; 140.4000; -12.7453; 0.230534; 0.0000
-65.7000; 140.4000; -13.0173; 0.223426; -0.0000
-65.2500; 140.4000; -13.3025; 0.216209; 0.0000
-64.8000; 140.4000; -13.6017; 0.208889; 0.0000
-64.3500; 140.4000; -13.9156; 0.201475; 0.0000
-63.9000; 140.4000; -14.2452; 0.193973; -0.0000
-63.4500; 140.4000; -14.5915; 0.186392; 0.0000
-63.0000; 140.4000; -14.9555; 0.178742; 0.0000
-62.5500; 140.4000; -15.3385; 0.171031; -0.0000
-62.1000; 140.4000; -15.7419; 0.163270; 0.0000
-61.6500; 140.4000; -16.1671; 0.155470; 0.0000
-61.2000; 140.4000; -16.6159; 0.147641; 0.0000
-60.7500; 140.4000; -17.0901; 0.139795; 0.0000
-60.3000; 140.4000; -17.5922; 0.131945; 0.0000
-59.8500; 140.4000; -18.1244; 0.124102; 0.0000
-59.4000; 140.4000; -18.6899; 0.116281; 0.0000
-58.9500; 140.4000; -19.2919; 0.108493; 0.0000
-58.5000; 140.4000; -19.9347; 0.100755; 0.0000
-58.0500; 140.4000; -20.6230; 0.093078; -0.0000
-57.6000; 140.4000; -21.3627; 0.085480; 0.0000
-57.1500; 140.4000; -22.1610; 0.077974; -0.0000
-56.7000; 140.4000; -23.0268; 0.070576; 0.0000
-56.2500; 140.4000; -23.9716; 0.063302; 0.0000
-55.8000; 140.4000; -25.0103; 0.056168; -0.0000
-55.3500; 140.4000; -26.1627; 0.049189; -0.0000
-54.9000; 140.4000; -27.4563; 0.042382; 0.0000
-54.4500; 140.4000; -28.9311; 0.035764; 0.0000
-54.0000; 140.4000; -30.6477; 0.029350; 0.0000
-53.5500; 140.4000; -32.7059; 0.023158; 0.0000
-53.1000; 140.4000; -35.2875; 0.017204; 0.0000
-52.6500; 140.4000; -38.7836; 0.011503; -0.0000
-52.2000; 140.4000; -44.3321; 0.006073; -0.0000
-51.7500; 140.4000; -60.6439; 0.000929; 0.0000
-51.3000; 140.4000; -48.1472; 0.003914; 180.0000
-50.8500; 140.4000; -41.4732; 0.008440; 180.0000
-50.4000; 140.4000; -37.9692; 0.012634; 180.0000
-49.9500; 140.4000; -35.6599; 0.016482; 180.0000
-49.5000; 140.4000; -33.9926; 0.019970; 180.0000
-49.0500; 140.4000; -32.7336; 0.023084; 180.0000
-48.6000; 140.4000; -31.7631; 0.025813; -180.0000
-48.1500; 140.4000; -31.0120; 0.028145; -180.0000
-47.7000; 140.4000; -30.4380; 0.030068; 180.0000
-47.2500; 140.4000; -30.0139; 0.031572; -180.0000
-46.8000; 140.4000; -29.7226; 0.032649; 180.0000
-46.3500; 140.4000; -29.5537; 0.033290; 180.0000
-45.9000; 140.4000; -29.5021; 0.033488; 180.0000
-45.4500; 140.4000; -29.5673; 0.033238; 180.0000
-45.0000; 140.4000; -29.7532; 0.032534; 180.0000
-44.5500; 140.4000; -30.0688; 0.031373; 180.0000
-44.1000; 140.4000; -30.5292; 0.029754; 180.0000
-43.6500; 140.4000; -31.1585; 0.027674; 180.0000
-43.2000; 140.4000; -31.9942; 0.025136; -180.0000
-42.7500; 140.4000; -33.0965; 0.022140; 180.0000
-42.3000; 140.4000; -34.5676; 0.018690; 180.0000
-41.8500; 140.4000; -36.5991; 0.014793; 180.0000
-41.4000; 140.4000; -39.6154; 0.010453; 180.0000
-40.9500; 140.4000; -44.9144; 0.005679; 180.0000
-40.5000; 140.4000; -66.3534; 0.000481; -180.0000
-40.0500; 140.4000; -45.7983; 0.005130; 0.0000
-39.6000; 140.4000; -39.0619; 0.011140; -0.0000
-39.1500; 140.4000; -35.1209; 0.017537; -0.0000
-38.7000; 140.4000; -32.2867; 0.024303; 0.0000
-38.2500; 140.4000; -30.0553; 0.031422; 0.0000
-37.8000; 140.4000; -28.2069; 0.038874; -0.0000
-37.3500; 140.4000; -26.6252; 0.046638; 0.0000
-36.9000; 140.4000; -25.2413; 0.054693; 0.0000
-36.4500; 140.4000; -24.0110; 0.063016; 0.0000
-36.0000; 140.4000; -22.9039; 0.071582; -0.0000
-35.5500; 140.4000; -21.8987; 0.080364; 0.0000
-35.1000; 140.4000; -20.9794; 0.089337; -0.0000
-34.6500; 140.4000; -20.1339; 0.098471; 0.0000
-34.2000; 140.4000; -19.3527; 0.107737; -0.0000
-33.7500; 140.4000; -18.6285; 0.117105; 0.0000
-33.3000; 140.4000; -17.9551; 0.126545; 0.0000
-32.8500; 140.4000; -17.3277; 0.136024; 0.0000
-32.4000; 140.4000; -16.7422; 0.145510; -0.0000
-31.9500; 140.4000; -16.1951; 0.154970; -0.0000
-31.5000; 140.4000; -15.6835; 0.164371; 0.0000
-31.0500; 140.4000; -15.2051; 0.173679; 0.0000
-30.6000; 140.4000; -14.7576; 0.182860; 0.0000
-30.1500; 140.4000; -14.3393; 0.191882; -0.0000
-29.7000; 140.4000; -13.9486; 0.200711; -0.0000
-29.2500; 140.4000; -13.5841; 0.209313; 0.0000
-28.8000; 140.4000; -13.2446; 0.217655; 0.0000
-28.3500; 140.4000; -12.9291; 0.225707; 0.0000
-27.9000; 140.4000; -12.6367; 0.233435; 0.0000
-27.4500; 140.4000; -12.3665; 0.240810; 0.0000
-27.0000; 140.4000; -12.1179; 0.247803; 0.0000
-26.5500; 140.4000; -11.8902; 0.254384; 0.0000
-26.1000; 140.4000; -11.6829; 0.260527; 0.0000
-25.6500; 140.4000; -11.4956; 0.266207; -0.0000
-25.2000; 140.4000; -11.3279; 0.271398; -0.0000
-24.7500; 140.4000; -11.1793; 0.276080; -0.0000
-24.3000; 140.4000; -11.0497; 0.280232; -0.0000
-23.8500; 140.4000; -10.9387; 0.283834; -0.0000
-23.4000; 140.4000; -10.8463; 0.286871; -0.0000
-22.9500; 140.4000; -10.7722; 0.289328; -0.0000
-22.5000; 140.4000; -10.7164; 0.291193; 0.0000
-22.0500; 140.4000; -10.6788; 0.292457; 0.0000
-21.6000; 140.4000; -10.6593; 0.293112; 0.0000
-21.1500; 140.4000; -10.6581; 0.293153; 0.0000
-20.7000; 140.4000; -10.6752; 0.292578; 0.0000
-20.2500; 140.4000; -10.7106; 0.291388; -0.0000
-19.8000; 140.4000; -10.7645; 0.289585; 0.0000
-19.3500; 140.4000; -10.8371; 0.287174; -0.0000
-18.9000; 140.4000; -10.9286; 0.284164; 0.0000
-18.4500; 140.4000; -11.0393; 0.280566; 0.0000
-18.0000; 140.4000; -11.1695; 0.276392; -0.0000
-17.5500; 140.4000; -11.3195; 0.271660; 0.0000
-17.1000; 140.4000; -11.4898; 0.266386; -0.0000
-16.6500; 140.4000; -11.6807; 0.260593; 0.0000
-16.2000; 140.4000; -11.8930; 0.254303; -0.0000
-15.7500; 140.4000; -12.1270; 0.247542; -0.0000
-15.3000; 140.4000; -12.3835; 0.240338; 0.0000
-14.8500; 140.4000; -12.6633; 0.232721; -0.0000
-14.4000; 140.4000; -12.9671; 0.224723; -0.0000
-13.9500; 140.4000; -13.2958; 0.216377; -0.0000
-13.5000; 140.4000; -13.6505; 0.207719; -0.0000
-13.0500; 140.4000; -14.0322; 0.198787; -0.0000
-12.6000; 140.4000; -14.4424; 0.189619; 0.0000
-12.1500; 140.4000; -14.8823; 0.180254; -0.0000
-11.7000; 140.4000; -15.3537; 0.170733; 0.0000
-11.2500; 140.4000; -15.8582; 0.161098; 0.0000
-10.8000; 140.4000; -16.3979; 0.151392; -0.0000
-10.3500; 140.4000; -16.9752; 0.141657; 0.0000
-9.9000; 140.4000; -17.5927; 0.131937; -0.0000
-9.4500; 140.4000; -18.2533; 0.122275; -0.0000
-9.0000; 140.4000; -18.9605; 0.112713; 0.0000
-8.5500; 140.4000; -19.7183; 0.103296; -0.0000
-8.1000; 140.4000; -20.5314; 0.094065; -0.0000
-7.6500; 140.4000; -21.4053; 0.085062; 0.0000
